data,localidade,temp_min,temp_max,chuva_mm,evaporacao,horas_sol,vento_rajada_direcao,vento_rajada_velocidade,vento_direcao_9h,vento_direcao_15h,vento_veloc_9h,vento_veloc_15h,umidade_9h,umidade_15h,pressao_9h,pressao_15h,nuvem_9h,nuvem_15h,temp_9h,temp_15h,choveu_hoje,chove_amanha
02/12/2009,Perth,13.2,22.6,0.0,9.2,13.2,SSW,46.0,SSE,SW,19.0,28.0,44.0,40.0,1021.7,1019.6,1.0,0.0,18.6,21.4,No,No
03/12/2009,Perth,14.1,27.9,0.0,8.6,13.2,SW,41.0,E,SSW,15.0,28.0,46.0,47.0,1022.3,1019.0,0.0,1.0,20.9,23.7,No,No
04/12/2009,Perth,15.4,34.5,0.0,9.0,13.1,SW,35.0,E,SW,15.0,19.0,40.0,27.0,1018.7,1014.4,4.0,5.0,23.4,32.3,No,No
05/12/2009,Perth,20.4,36.9,0.0,11.2,13.1,WSW,30.0,E,WSW,7.0,19.0,35.0,23.0,1013.7,1012.1,1.0,2.0,29.4,33.4,No,No
06/12/2009,Perth,18.8,29.5,0.0,10.6,10.5,SW,46.0,S,SSW,9.0,28.0,48.0,52.0,1014.6,1012.9,1.0,6.0,24.7,25.4,No,No
07/12/2009,Perth,17.9,28.9,0.0,9.4,11.2,SE,43.0,ESE,SE,17.0,13.0,52.0,31.0,1018.4,1016.4,6.0,1.0,21.6,27.8,No,No
08/12/2009,Perth,13.3,25.1,0.0,10.0,12.7,SW,44.0,E,SSW,11.0,22.0,44.0,39.0,1020.8,1016.8,5.0,5.0,19.6,23.8,No,No
09/12/2009,Perth,14.7,29.4,0.0,9.6,12.7,SW,43.0,SSE,SE,9.0,11.0,52.0,15.0,1019.8,1016.8,1.0,0.0,20.2,29.1,No,No
10/12/2009,Perth,13.7,26.5,0.0,9.8,12.7,WSW,35.0,E,SW,13.0,22.0,41.0,41.0,1023.8,1020.6,2.0,4.0,19.3,24.3,No,No
11/12/2009,Perth,15.0,31.8,0.0,9.2,13.4,SSW,43.0,E,SSW,15.0,20.0,37.0,26.0,1021.3,1017.5,1.0,3.0,22.6,29.5,No,No
12/12/2009,Perth,14.6,37.0,0.0,9.6,13.2,NNE,35.0,NE,NNE,19.0,9.0,18.0,9.0,1016.7,1012.2,1.0,3.0,28.2,36.3,No,No
13/12/2009,Perth,15.6,39.2,0.0,11.8,13.5,NE,35.0,NE,SW,19.0,20.0,15.0,12.0,1011.1,1009.3,2.0,2.0,32.3,34.7,No,No
14/12/2009,Perth,15.4,28.5,0.0,10.8,12.8,SW,35.0,NNE,WSW,2.0,17.0,45.0,37.0,1008.7,1009.5,4.0,2.0,27.0,28.0,No,No
15/12/2009,Perth,14.8,25.7,0.0,9.4,8.7,WSW,48.0,SE,SW,9.0,28.0,49.0,53.0,1014.1,1012.2,4.0,5.0,19.0,23.1,No,No
16/12/2009,Perth,14.8,24.1,0.0,8.8,10.1,SW,52.0,SSE,SSW,11.0,28.0,50.0,40.0,1017.6,1016.5,0.0,1.0,19.0,21.5,No,No
17/12/2009,Perth,13.7,28.9,0.0,8.8,13.3,ESE,41.0,ESE,SE,17.0,15.0,42.0,18.0,1023.5,1019.1,0.0,0.0,18.9,27.7,No,No
18/12/2009,Perth,15.5,34.1,0.0,11.4,12.7,ENE,37.0,ENE,S,17.0,13.0,37.0,16.0,1019.1,1014.7,4.0,1.0,23.4,33.7,No,No
19/12/2009,Perth,20.8,37.1,0.0,10.2,11.9,SW,33.0,ENE,W,11.0,15.0,31.0,25.0,1012.7,1010.6,2.0,3.0,28.5,35.4,No,No
20/12/2009,Perth,20.9,35.5,0.0,11.0,13.1,SW,31.0,ENE,SW,4.0,19.0,44.0,37.0,1011.1,1009.1,1.0,1.0,30.2,32.0,No,No
21/12/2009,Perth,21.4,32.3,0.0,8.6,13.2,SSW,44.0,SSE,SW,9.0,22.0,48.0,41.0,1009.5,1006.4,1.0,2.0,25.5,30.1,No,No
22/12/2009,Perth,18.7,31.3,0.0,12.8,11.7,SSW,44.0,E,SW,11.0,20.0,48.0,45.0,1006.2,1003.4,0.0,7.0,24.5,27.0,No,No
23/12/2009,Perth,15.6,23.9,0.0,11.6,12.5,S,48.0,SSW,SW,20.0,26.0,43.0,48.0,1012.2,1011.9,1.0,0.0,20.1,23.3,No,No
24/12/2009,Perth,15.1,29.1,0.0,8.4,13.0,SW,39.0,E,SSW,11.0,24.0,43.0,41.0,1019.0,1016.3,0.0,0.0,21.2,25.0,No,No
25/12/2009,Perth,13.6,35.1,0.0,9.6,10.4,SSE,30.0,ESE,WSW,7.0,19.0,41.0,16.0,1016.0,1012.4,7.0,7.0,24.6,32.6,No,No
26/12/2009,Perth,16.1,34.1,0.0,9.2,11.9,SSW,41.0,SSW,SSW,11.0,22.0,34.0,27.0,1012.5,1011.0,3.0,1.0,27.8,30.7,No,No
27/12/2009,Perth,15.9,31.9,0.0,11.2,13.2,SSW,35.0,ESE,WSW,4.0,17.0,41.0,35.0,1016.2,1013.3,0.0,0.0,25.2,31.1,No,No
28/12/2009,Perth,18.6,39.6,0.0,11.4,9.7,WSW,39.0,ENE,WSW,13.0,20.0,33.0,15.0,1012.0,1009.0,1.0,5.0,28.5,37.1,No,No
29/12/2009,Perth,23.6,39.4,0.0,10.6,4.1,SW,43.0,ENE,WNW,6.0,9.0,39.0,24.0,1002.8,1001.6,7.0,7.0,30.9,33.0,No,No
30/12/2009,Perth,17.8,24.0,0.0,10.4,12.9,WSW,48.0,SW,SSW,24.0,19.0,54.0,52.0,1013.5,1013.4,4.0,3.0,20.2,23.4,No,No
31/12/2009,Perth,15.2,26.6,0.0,11.2,12.1,SSW,44.0,E,SW,13.0,19.0,45.0,47.0,1016.3,1013.5,0.0,0.0,20.6,24.2,No,No
01/01/2010,Perth,14.0,28.1,0.0,8.2,13.1,SSW,39.0,SSE,SW,13.0,19.0,47.0,40.0,1017.6,1015.8,0.0,0.0,20.7,27.1,No,No
02/01/2010,Perth,17.0,36.5,0.0,9.0,13.5,E,31.0,E,E,15.0,9.0,39.0,17.0,1018.1,1014.2,0.0,0.0,24.8,36.3,No,No
03/01/2010,Perth,20.8,39.9,0.0,12.8,13.0,S,37.0,NE,SSW,22.0,19.0,15.0,22.0,1012.2,1009.1,0.0,0.0,31.2,35.2,No,No
04/01/2010,Perth,20.9,36.6,0.0,14.0,12.5,SSE,44.0,SE,ESE,17.0,15.0,39.0,20.0,1009.4,1005.3,2.0,6.0,25.5,36.4,No,No
05/01/2010,Perth,18.8,37.3,0.0,12.4,12.8,E,39.0,E,SSW,17.0,15.0,45.0,24.0,1007.6,1004.2,1.0,1.0,25.2,36.6,No,No
06/01/2010,Perth,22.1,33.0,0.0,13.6,12.7,ESE,37.0,NNE,WNW,7.0,17.0,45.0,62.0,1003.7,1005.6,5.0,7.0,27.6,27.3,No,No
07/01/2010,Perth,17.0,27.4,0.0,7.2,13.1,SSW,43.0,SSE,SW,13.0,24.0,60.0,59.0,1011.2,1009.2,4.0,1.0,21.9,25.2,No,No
08/01/2010,Perth,15.9,31.4,0.0,8.0,13.2,SW,37.0,SE,SSW,9.0,20.0,51.0,50.0,1011.5,1008.5,1.0,2.0,24.6,27.6,No,No
09/01/2010,Perth,19.7,31.4,0.0,12.2,13.2,SSW,43.0,SE,SW,9.0,22.0,39.0,42.0,1006.6,1006.4,1.0,0.0,27.0,27.4,No,No
10/01/2010,Perth,16.3,25.5,0.0,9.2,11.8,SW,48.0,SSW,SSW,11.0,28.0,61.0,48.0,1011.1,1009.7,7.0,2.0,22.7,24.0,No,No
11/01/2010,Perth,14.4,23.9,0.0,9.0,12.3,SSW,44.0,S,SSW,15.0,24.0,44.0,45.0,1016.1,1014.0,1.0,2.0,20.6,23.2,No,No
12/01/2010,Perth,15.1,28.7,0.0,9.6,13.2,SSW,39.0,SE,SSW,15.0,24.0,44.0,36.0,1018.4,1014.4,0.0,0.0,20.7,26.3,No,No
13/01/2010,Perth,14.5,34.2,0.0,9.8,13.1,SSW,39.0,ENE,SSW,11.0,24.0,35.0,20.0,1014.5,1013.3,0.0,0.0,25.8,32.3,No,No
14/01/2010,Perth,16.7,36.9,0.0,11.8,13.1,WSW,33.0,ENE,WSW,7.0,22.0,32.0,24.0,1012.3,1010.1,0.0,1.0,29.0,32.4,No,No
15/01/2010,Perth,19.1,33.8,0.0,12.0,13.2,ESE,39.0,SSE,SSW,15.0,19.0,50.0,35.0,1016.5,1014.2,0.0,0.0,23.1,30.9,No,No
16/01/2010,Perth,15.9,35.7,0.0,10.0,13.3,E,43.0,E,ESE,17.0,13.0,37.0,11.0,1019.0,1014.4,0.0,4.0,22.5,34.8,No,No
17/01/2010,Perth,20.9,42.9,0.0,15.8,13.2,NE,39.0,ENE,ENE,19.0,7.0,23.0,11.0,1014.6,1010.9,0.0,0.0,29.9,42.2,No,No
18/01/2010,Perth,21.1,42.7,0.0,13.2,12.8,SW,37.0,NE,WSW,11.0,17.0,14.0,6.0,1011.4,1008.7,1.0,1.0,34.8,41.8,No,No
19/01/2010,Perth,26.8,41.1,0.0,14.0,8.4,WNW,33.0,SSE,W,9.0,7.0,22.0,12.0,1009.6,1006.4,7.0,7.0,32.2,40.8,No,No
20/01/2010,Perth,20.8,30.0,0.0,13.8,11.0,SSW,50.0,SSE,SSW,6.0,24.0,67.0,52.0,1008.6,1007.8,6.0,1.0,23.9,27.3,No,No
21/01/2010,Perth,18.4,27.5,0.0,10.6,10.0,SSW,46.0,SSE,SSW,11.0,24.0,56.0,43.0,1015.6,1012.6,6.0,0.0,20.6,26.1,No,No
22/01/2010,Perth,17.1,29.7,0.0,9.6,13.1,SW,37.0,E,SSW,13.0,19.0,44.0,41.0,1015.0,1011.7,0.0,1.0,22.3,27.4,No,No
23/01/2010,Perth,18.0,34.6,0.0,9.2,11.3,SW,41.0,E,SSW,9.0,22.0,40.0,35.0,1009.6,1005.9,1.0,4.0,26.0,31.1,No,No
24/01/2010,Perth,24.7,35.2,0.0,10.2,13.0,SW,35.0,E,WSW,13.0,22.0,35.0,44.0,1004.4,1003.6,1.0,2.0,30.4,29.3,No,No
25/01/2010,Perth,20.8,30.0,0.0,10.2,6.0,SSE,37.0,ENE,W,7.0,15.0,69.0,54.0,1009.1,1007.6,7.0,6.0,22.8,27.5,No,No
26/01/2010,Perth,20.3,33.0,0.0,7.2,13.2,SE,37.0,E,SW,13.0,20.0,55.0,41.0,1012.3,1009.6,1.0,2.0,25.0,30.8,No,No
27/01/2010,Perth,19.7,34.2,0.0,11.8,12.7,SW,43.0,SE,SW,11.0,19.0,51.0,37.0,1012.5,1010.2,0.0,0.0,25.8,33.0,No,No
28/01/2010,Perth,19.7,36.2,0.0,10.6,13.0,ESE,39.0,SE,SE,13.0,15.0,52.0,24.0,1013.8,1010.0,0.0,0.0,24.9,35.4,No,No
29/01/2010,Perth,20.3,38.5,0.0,13.4,13.0,WSW,43.0,E,SW,19.0,24.0,38.0,26.0,1010.1,1006.2,1.0,1.0,27.6,36.2,No,No
30/01/2010,Perth,22.2,29.4,0.0,12.0,13.1,SSW,54.0,SSW,SW,19.0,31.0,45.0,45.0,1008.4,1008.9,0.0,0.0,26.1,27.7,No,No
31/01/2010,Perth,15.9,31.4,0.0,14.2,12.5,SE,37.0,E,SSE,15.0,15.0,43.0,18.0,1016.9,1012.9,0.0,1.0,20.4,30.2,No,No
01/02/2010,Perth,16.9,32.4,0.0,7.2,12.7,SW,46.0,E,SW,9.0,20.0,41.0,37.0,1010.0,1007.1,5.0,0.0,24.2,28.5,No,No
02/02/2010,Perth,17.4,27.4,0.0,10.6,11.2,SSW,56.0,S,SSW,15.0,30.0,52.0,57.0,1008.9,1008.1,4.0,1.0,21.9,24.9,No,No
03/02/2010,Perth,13.3,26.1,0.0,10.0,12.9,SSW,50.0,SSE,SW,19.0,31.0,40.0,36.0,1018.2,1015.5,1.0,5.0,18.0,24.2,No,No
04/02/2010,Perth,14.2,27.8,0.0,10.8,12.5,SSW,39.0,E,S,15.0,15.0,41.0,28.0,1018.7,1013.7,7.0,7.0,18.9,26.1,No,No
05/02/2010,Perth,12.3,32.6,0.0,8.2,9.5,SW,31.0,ENE,SW,9.0,15.0,29.0,15.0,1009.1,1005.7,4.0,4.0,25.2,31.6,No,No
06/02/2010,Perth,17.8,24.2,0.0,8.4,6.6,WNW,30.0,WSW,W,11.0,13.0,59.0,57.0,1008.9,1009.6,6.0,7.0,21.7,21.9,No,No
07/02/2010,Perth,17.7,26.2,0.2,5.6,9.9,WSW,30.0,W,WSW,7.0,15.0,66.0,48.0,1015.0,1014.7,5.0,1.0,22.9,25.7,No,No
08/02/2010,Perth,18.5,33.1,0.0,7.0,10.1,SW,39.0,SSW,SW,4.0,20.0,48.0,33.0,1015.0,1011.5,6.0,7.0,25.9,30.8,No,No
09/02/2010,Perth,19.0,34.1,0.0,11.0,12.2,WNW,33.0,NE,W,17.0,15.0,36.0,47.0,1010.4,1011.4,1.0,2.0,31.7,29.0,No,No
10/02/2010,Perth,20.3,24.6,0.0,7.2,3.8,WSW,30.0,W,SW,7.0,17.0,85.0,70.0,1015.7,1014.2,8.0,7.0,21.2,23.9,No,No
11/02/2010,Perth,20.7,26.9,0.0,4.0,7.4,SW,35.0,SSE,SW,4.0,15.0,81.0,61.0,1015.7,1013.9,8.0,1.0,22.1,25.7,No,No
12/02/2010,Perth,17.7,31.1,0.0,5.2,12.3,SW,44.0,SSE,SSW,13.0,20.0,62.0,46.0,1013.9,1011.1,1.0,2.0,24.9,29.5,No,No
13/02/2010,Perth,19.1,31.9,0.0,11.2,12.9,SW,37.0,ESE,SW,15.0,15.0,50.0,45.0,1012.8,1009.5,0.0,0.0,23.4,28.5,No,No
14/02/2010,Perth,17.8,36.1,0.0,9.2,11.5,S,31.0,ENE,SW,13.0,19.0,40.0,31.0,1009.8,1007.2,1.0,7.0,27.3,32.8,No,No
15/02/2010,Perth,18.7,31.5,0.0,9.8,11.5,SW,39.0,SSE,SW,7.0,15.0,49.0,47.0,1008.0,1007.7,7.0,6.0,26.8,28.9,No,No
16/02/2010,Perth,18.9,30.7,0.0,8.8,10.6,E,33.0,SSE,WSW,13.0,19.0,61.0,47.0,1014.5,1012.7,7.0,7.0,22.3,28.6,No,No
17/02/2010,Perth,20.8,33.0,0.0,8.0,10.0,WSW,33.0,E,SW,13.0,20.0,63.0,45.0,1014.6,1012.6,6.0,1.0,23.8,29.7,No,No
18/02/2010,Perth,17.8,34.3,0.0,8.0,11.6,W,33.0,E,SW,7.0,15.0,55.0,42.0,1013.5,1011.8,0.0,5.0,27.0,31.2,No,No
19/02/2010,Perth,19.6,27.3,0.0,8.6,6.4,SW,35.0,WNW,SW,9.0,19.0,68.0,59.0,1015.6,1014.3,3.0,7.0,23.7,24.6,No,No
20/02/2010,Perth,16.5,28.0,0.0,6.8,9.3,SW,37.0,SSE,SSW,9.0,22.0,59.0,60.0,1016.9,1015.0,1.0,6.0,22.3,24.8,No,No
21/02/2010,Perth,16.5,29.0,0.0,7.6,12.1,SSW,44.0,SSE,SSW,11.0,20.0,61.0,47.0,1017.8,1015.0,2.0,2.0,21.9,27.1,No,No
22/02/2010,Perth,18.2,33.5,0.0,9.2,12.1,SW,39.0,E,SSW,15.0,11.0,43.0,28.0,1018.6,1014.6,3.0,4.0,23.1,33.1,No,No
23/02/2010,Perth,15.9,34.3,0.0,9.4,10.9,SW,37.0,E,SSW,9.0,22.0,46.0,35.0,1016.5,1013.3,6.0,6.0,26.2,31.2,No,No
24/02/2010,Perth,21.3,38.7,0.0,12.0,12.2,ESE,37.0,ESE,SE,13.0,11.0,44.0,18.0,1013.7,1009.6,1.0,0.0,26.3,38.0,No,No
25/02/2010,Perth,23.8,41.5,0.0,11.4,12.0,SSW,33.0,E,ENE,11.0,11.0,34.0,17.0,1012.3,1008.6,1.0,1.0,30.5,40.8,No,No
26/02/2010,Perth,26.7,37.6,0.0,13.4,7.3,ESE,39.0,E,ESE,17.0,19.0,34.0,27.0,1011.3,1008.9,2.0,6.0,31.6,36.1,No,No
27/02/2010,Perth,21.5,37.9,0.0,13.6,11.5,ENE,41.0,E,E,19.0,19.0,47.0,20.0,1014.3,1012.1,1.0,0.0,26.6,37.4,No,No
28/02/2010,Perth,21.0,36.4,0.0,15.0,12.0,E,46.0,ENE,E,20.0,17.0,41.0,16.0,1016.2,1012.5,1.0,1.0,25.7,35.6,No,No
01/03/2010,Perth,21.9,39.1,0.0,12.0,11.6,NE,33.0,NE,ESE,19.0,9.0,35.0,16.0,1014.6,1011.2,0.0,0.0,28.9,38.5,No,No
02/03/2010,Perth,18.7,35.3,0.0,9.4,11.4,S,26.0,NNW,W,9.0,11.0,24.0,36.0,1013.2,1011.5,0.0,3.0,30.9,32.4,No,No
03/03/2010,Perth,19.8,29.8,0.0,9.0,11.4,SSW,39.0,SE,SW,9.0,17.0,57.0,45.0,1014.1,1011.8,0.0,0.0,23.0,29.1,No,No
04/03/2010,Perth,17.0,25.9,0.0,9.0,11.3,SW,54.0,SSE,SSW,17.0,26.0,59.0,46.0,1017.9,1015.2,6.0,1.0,19.1,24.4,No,No
05/03/2010,Perth,13.2,26.3,0.0,9.4,11.1,SE,35.0,SE,S,15.0,19.0,54.0,24.0,1023.8,1019.7,5.0,3.0,16.8,25.3,No,No
06/03/2010,Perth,14.7,29.5,0.0,7.4,11.4,SE,33.0,E,SE,11.0,19.0,48.0,31.0,1024.7,1020.9,1.0,1.0,19.6,28.4,No,No
07/03/2010,Perth,18.3,30.8,0.0,8.2,11.2,SW,35.0,ENE,SW,11.0,13.0,52.0,35.0,1021.4,1017.1,1.0,3.0,22.5,29.4,No,No
08/03/2010,Perth,17.5,31.5,0.0,9.4,10.8,ESE,35.0,E,ESE,13.0,11.0,54.0,27.0,1020.6,1017.4,6.0,2.0,21.8,31.1,No,No
09/03/2010,Perth,18.1,32.6,0.0,9.0,10.5,ENE,39.0,ENE,SE,13.0,11.0,51.0,25.0,1021.4,1018.5,6.0,3.0,22.6,31.9,No,No
10/03/2010,Perth,18.6,33.9,0.0,10.4,11.1,NE,39.0,ENE,ENE,17.0,11.0,36.0,21.0,1021.6,1017.8,4.0,3.0,24.8,32.9,No,No
11/03/2010,Perth,20.5,37.7,0.0,11.0,10.1,NE,41.0,NE,NE,13.0,15.0,30.0,14.0,1019.1,1015.3,6.0,7.0,28.1,36.8,No,No
12/03/2010,Perth,28.1,41.0,0.0,11.4,7.7,NNE,37.0,NE,W,15.0,17.0,25.0,13.0,1017.3,1014.1,6.0,4.0,30.1,38.8,No,No
14/03/2010,Perth,22.2,30.2,0.0,4.0,9.2,SW,30.0,ENE,SW,7.0,17.0,74.0,56.0,1015.0,1012.1,6.0,1.0,24.5,28.6,No,No
15/03/2010,Perth,19.5,27.0,0.0,5.6,10.4,SSW,39.0,SW,SW,13.0,22.0,70.0,57.0,1012.2,1011.2,5.0,5.0,23.9,25.0,No,No
16/03/2010,Perth,17.5,24.8,0.0,9.8,10.4,SW,43.0,S,SW,17.0,22.0,49.0,39.0,1019.0,1017.5,2.0,1.0,20.5,23.4,No,No
17/03/2010,Perth,14.3,28.1,0.0,8.8,11.1,S,39.0,E,SSE,9.0,11.0,45.0,25.0,1022.7,1018.3,0.0,1.0,19.6,27.9,No,No
18/03/2010,Perth,14.2,27.2,0.0,6.8,9.2,SSW,35.0,SSE,SW,11.0,24.0,51.0,44.0,1019.2,1016.9,2.0,4.0,19.4,25.5,No,No
19/03/2010,Perth,16.3,24.0,0.0,5.4,1.0,SW,28.0,SSE,SW,7.0,15.0,65.0,59.0,1016.7,1014.8,7.0,7.0,19.3,22.9,No,No
20/03/2010,Perth,13.1,29.2,0.0,3.2,9.9,SW,31.0,SSE,SW,7.0,19.0,64.0,49.0,1016.6,1014.2,2.0,5.0,21.0,26.8,No,No
21/03/2010,Perth,19.5,33.1,0.0,6.0,8.1,NE,39.0,ESE,SE,13.0,17.0,58.0,34.0,1017.2,1013.1,1.0,5.0,23.8,32.8,No,No
22/03/2010,Perth,21.1,32.9,0.0,7.6,5.0,N,70.0,ESE,ESE,9.0,4.0,69.0,42.0,1015.0,1010.2,7.0,7.0,24.8,31.5,No,Yes
23/03/2010,Perth,18.6,32.0,40.2,10.0,6.5,NE,41.0,NE,WSW,24.0,11.0,62.0,61.0,1012.7,1011.2,6.0,7.0,25.8,28.3,Yes,No
24/03/2010,Perth,18.9,26.8,0.2,4.0,9.8,WSW,31.0,SW,SSW,13.0,20.0,68.0,63.0,1015.5,1014.5,6.0,1.0,23.1,25.1,No,No
25/03/2010,Perth,19.7,28.4,0.0,6.6,7.3,SSE,33.0,S,SSE,11.0,15.0,78.0,51.0,1017.4,1014.1,7.0,5.0,21.2,27.7,No,No
26/03/2010,Perth,18.7,28.5,0.0,5.0,6.0,E,33.0,ESE,SE,13.0,9.0,66.0,47.0,1014.5,1010.8,7.0,7.0,21.4,27.8,No,No
27/03/2010,Perth,19.5,23.2,0.0,3.6,2.5,SSW,48.0,SSW,SW,13.0,20.0,72.0,71.0,1011.0,1012.2,8.0,7.0,22.4,21.9,No,No
28/03/2010,Perth,14.5,25.3,0.0,6.0,11.0,SW,39.0,SE,SW,15.0,20.0,55.0,47.0,1020.7,1017.9,1.0,1.0,18.9,23.4,No,No
29/03/2010,Perth,14.0,29.0,0.0,6.4,11.0,ESE,31.0,E,NNE,9.0,6.0,55.0,30.0,1022.2,1017.8,0.0,0.0,20.2,28.5,No,No
30/03/2010,Perth,15.0,32.2,0.0,6.8,10.2,NNE,31.0,NE,WSW,19.0,17.0,31.0,15.0,1016.2,1012.8,1.0,7.0,24.0,30.2,No,No
31/03/2010,Perth,15.9,29.2,0.0,6.6,10.6,SE,41.0,S,SSE,15.0,11.0,68.0,33.0,1017.1,1013.8,1.0,1.0,20.0,29.0,No,No
01/04/2010,Perth,17.3,29.5,0.0,6.0,10.9,SE,35.0,ESE,SSE,17.0,11.0,55.0,35.0,1015.4,1010.7,1.0,1.0,21.2,29.3,No,No
02/04/2010,Perth,16.7,28.5,0.0,7.2,10.2,SSW,37.0,NNE,WSW,4.0,15.0,54.0,55.0,1007.9,1006.3,2.0,1.0,24.7,24.6,No,No
03/04/2010,Perth,18.0,22.2,0.0,7.6,8.9,S,41.0,S,SW,17.0,19.0,62.0,43.0,1012.3,1011.7,5.0,1.0,19.8,21.8,No,No
04/04/2010,Perth,17.5,22.7,0.0,6.8,9.1,WSW,43.0,WSW,SW,17.0,22.0,61.0,55.0,1011.6,1010.9,4.0,7.0,20.2,21.3,No,No
05/04/2010,Perth,11.7,23.5,0.0,4.0,5.6,WSW,26.0,NE,WSW,9.0,13.0,78.0,59.0,1012.0,1009.3,3.0,7.0,17.6,22.4,No,No
06/04/2010,Perth,16.2,26.0,0.2,3.6,5.5,W,24.0,E,WSW,6.0,15.0,77.0,48.0,1006.8,1005.1,7.0,3.0,18.0,24.7,No,No
07/04/2010,Perth,14.4,27.9,0.0,3.0,9.8,SW,31.0,ESE,SW,6.0,19.0,60.0,51.0,1013.1,1012.8,0.0,1.0,20.3,25.9,No,No
08/04/2010,Perth,14.5,25.3,0.0,5.6,10.4,SSW,31.0,SW,SW,6.0,17.0,67.0,59.0,1018.1,1015.9,0.0,2.0,20.6,23.4,No,No
09/04/2010,Perth,15.6,24.0,0.0,5.6,8.7,SSW,39.0,SSE,SSW,13.0,22.0,72.0,52.0,1018.7,1016.0,2.0,1.0,17.9,22.8,No,No
10/04/2010,Perth,13.7,24.1,0.0,5.4,10.2,SW,33.0,SE,SW,13.0,17.0,56.0,41.0,1022.4,1018.6,2.0,1.0,16.5,22.8,No,No
11/04/2010,Perth,14.0,29.4,0.0,4.8,9.9,ENE,35.0,ENE,WNW,15.0,13.0,49.0,34.0,1017.1,1011.2,5.0,8.0,19.1,27.9,No,No
12/04/2010,Perth,16.7,17.7,0.4,5.8,0.0,SSW,28.0,WSW,NW,13.0,9.0,78.0,79.0,1008.8,1007.8,8.0,8.0,17.1,16.8,No,Yes
13/04/2010,Perth,11.4,23.4,2.6,1.6,4.4,NNE,43.0,NE,N,17.0,22.0,65.0,42.0,1009.0,1006.8,4.0,5.0,17.7,22.6,Yes,Yes
14/04/2010,Perth,14.3,22.1,11.6,1.2,8.5,NW,50.0,N,NW,19.0,20.0,74.0,64.0,1008.0,1007.2,2.0,6.0,18.9,21.5,Yes,Yes
15/04/2010,Perth,15.9,22.8,3.4,4.6,4.5,NW,37.0,N,NW,11.0,15.0,83.0,71.0,1012.4,1011.7,5.0,7.0,18.5,20.7,Yes,Yes
16/04/2010,Perth,14.1,23.9,6.8,2.2,10.3,SW,24.0,N,SSW,6.0,13.0,89.0,55.0,1015.3,1013.9,3.0,6.0,18.3,23.2,Yes,No
17/04/2010,Perth,11.9,26.7,0.0,4.2,8.8,SSE,24.0,E,ESE,9.0,7.0,69.0,41.0,1018.9,1015.2,7.0,7.0,18.7,25.7,No,No
18/04/2010,Perth,15.7,32.3,0.0,5.2,10.5,NE,26.0,E,S,11.0,11.0,56.0,30.0,1015.2,1010.8,1.0,1.0,20.8,31.5,No,No
20/04/2010,Perth,15.7,24.3,0.0,5.0,9.2,SSW,24.0,SE,SW,6.0,13.0,84.0,54.0,1014.9,1012.6,2.0,1.0,19.0,23.5,No,No
21/04/2010,Perth,14.7,23.6,0.0,4.2,5.0,SW,31.0,S,SSW,11.0,11.0,87.0,57.0,1017.0,1015.2,7.0,3.0,17.7,22.9,No,No
22/04/2010,Perth,15.1,20.9,0.0,3.6,0.3,SSW,31.0,SE,SSW,13.0,11.0,71.0,63.0,1018.7,1017.1,7.0,6.0,17.1,20.4,No,No
24/04/2010,Perth,7.8,24.5,0.0,3.4,10.2,ENE,28.0,E,SE,13.0,9.0,60.0,23.0,1024.0,1020.0,2.0,1.0,14.4,24.1,No,No
25/04/2010,Perth,9.4,26.1,0.0,5.0,10.4,SW,31.0,ENE,SW,7.0,15.0,40.0,32.0,1017.6,1016.2,0.0,1.0,18.4,23.6,No,No
26/04/2010,Perth,11.7,23.8,0.0,4.6,10.4,SW,31.0,SSE,SSW,9.0,9.0,80.0,40.0,1026.0,1024.7,1.0,0.0,16.7,23.6,No,No
27/04/2010,Perth,9.2,25.8,0.0,4.4,10.1,SW,28.0,ENE,SSW,7.0,9.0,60.0,33.0,1028.6,1023.7,0.0,0.0,16.6,24.9,No,No
01/05/2010,Perth,13.4,21.2,2.4,3.4,3.6,SW,24.0,SSE,SSE,11.0,11.0,94.0,57.0,1026.6,1024.8,7.0,3.0,16.3,20.2,Yes,No
02/05/2010,Perth,10.7,23.9,0.2,2.6,9.8,WSW,28.0,ENE,SW,11.0,17.0,62.0,45.0,1024.2,1020.0,0.0,5.0,15.9,21.8,No,No
03/05/2010,Perth,10.7,21.8,0.0,3.4,6.0,WSW,31.0,NNE,SW,4.0,19.0,68.0,58.0,1021.8,1020.2,1.0,5.0,17.2,21.0,No,No
04/05/2010,Perth,7.9,21.8,0.0,3.6,9.8,SSE,28.0,E,SE,15.0,11.0,53.0,33.0,1027.5,1023.3,0.0,0.0,14.3,21.4,No,No
05/05/2010,Perth,8.6,24.7,0.0,3.4,9.8,SSW,26.0,E,S,9.0,9.0,56.0,32.0,1025.7,1021.6,0.0,0.0,14.8,24.3,No,No
07/05/2010,Perth,8.3,27.5,0.0,3.8,9.5,SSW,22.0,ENE,SW,9.0,13.0,51.0,25.0,1022.6,1018.0,0.0,0.0,16.3,27.4,No,No
09/05/2010,Perth,11.8,21.5,0.0,4.2,9.3,SW,43.0,SSE,SW,9.0,24.0,83.0,64.0,1016.8,1015.3,2.0,3.0,15.3,19.7,No,No
